商品标题,商品价格,评论量,标签,商品详情页,好评数量,中评数量,差评数量,分数
康佳（KONKA）京品家电 家用电冰箱双开门172L两门冷藏冷冻超薄宿舍租房小型迷你小 以旧换新,1598,1000+,"秒杀,免邮,满1500-820",https://item.jd.com/61549275002.html,(400+),-3,-3,97%
康佳（KONKA）京品家电家用冰箱双开门四开门409L十字对开门超薄可嵌入大容量多门电 以旧换新 409L深色（BCD-409GQ4S）,2199,200+,"秒杀,免邮,满2000-530",https://item.jd.com/10036445530652.html,(100+),0,0,99%
康佳【KONKA】210升小冰箱 三门家用小型电冰箱 三门三温区中门软冷冻 节能低音 低温补偿BCD-210GB3S,949,200万+,自营,https://item.jd.com/100014808916.html,(97万+),(8600+),(8600+),98%
美的(Midea) 213升三门三温区租房家用小电冰箱大容量中门软冷冻节能省电低音BCD-213TM(E)以旧换新,1328,50万+,"自营,满1200-50",https://item.jd.com/6559653.html,(30万+),(1000+),(1000+),99%
美的(Midea) 213升三门三温区租房家用小电冰箱大容量中门软冷冻节能省电低音BCD-213TM(E)以旧换新,1328,50万+,自营,https://item.jd.com/6559653.html,(30万+),(1000+),(1000+),99%
美的(Midea) 607升对开门冰箱双开门风冷无霜一级能效双变频铂金净味大容量精准控温BCD-607WKPM(Q),3499,200+,"自营,厂商配送,券3000-200",https://item.jd.com/100032657935.html,(100+),0,0,100%
美的(Midea) 慧鲜系列480升变频一级能效十字四开门双开对开门风冷薄大容量囤货家用智能 榭湖银,3699,15,满3200-600,https://item.jd.com/10067776893594.html,-8,0,0,100%
美的(Midea) 慧鲜系列480升变频一级能效十字四开门双开对开门风冷超薄大容量囤货家用智能 BCD-480WSPZM(E)榭湖银,3599,2000+,"自营,满3539-500",https://item.jd.com/10067229445713.html,(1200+),-1,-1,99%
美的（Midea）【旗舰品】美的冰箱三门家用双温冷藏冷冻大容量节能保鲜低音三温区三开门超薄电小户型大容量 213阳光米【经济适用款】,1658,500+,"免邮,满1600-340",https://item.jd.com/10047371467017.html,(200+),0,0,100%
美的（Midea）172 185 213 215升小冰箱风冷无霜租房家用大容量小型冰箱一级节能宿舍低音 【三门】215升一级变频风冷,2057.02,500+,"秒杀,满2019-260",https://item.jd.com/10065862107805.html,(100+),0,0,98%
美的（Midea）172 185 213 215升小冰箱风冷无霜租房家用大容量小型冰箱一级节能宿舍低音 【双门】172升节能省电,1135.82,500+,"新品,秒杀,券100-10,满1100-86",https://item.jd.com/10065858978093.html,(100+),0,0,98%
美的（Midea）172 185 213 215升小冰箱风冷无霜租房家用大容量小型冰箱一级节能宿舍低音 【双门】185升风冷无霜,1499,500+,,https://item.jd.com/10065858978094.html,(100+),0,0,98%
美的(Midea)172升双门小冰箱租房宿舍低音小型节能家用省电可冷藏冷冻低温补偿深冷速冻 BCD-172CM(E),1129,10万+,"自营,券1000-10,每满1000-70",https://item.jd.com/100012789852.html,(5万+),(200+),(200+),99%
美的（Midea）176 185 215 230 小冰箱风冷无霜一级节能家用大容量宿舍租房小型 【双门】185升风冷无霜,1499,,,https://item.jd.com/10067825652806.html,(100+),-1,-1,98%
美的(Midea)185升 二门双开门租房小户型家用小冰箱 风冷无霜双系统 小机身大容量BCD-185WM(E)摩卡金,1699,10万+,"自营,满1300-200",https://item.jd.com/100015245043.html,(5万+),(200+),(200+),99%
美的（Midea）19分钟急速净味439升变频一级能效法式多门电冰箱家用除菌无霜京东小家智能家电BCD-439WFPZM(E),5199,2万+,"自营,每满1000-100",https://item.jd.com/100017212305.html,(2.9万+),(50+),(50+),99%
美的（Midea）19分钟急速净味507升十字对开四门冰箱大容量家用除菌超薄无霜智能BCD-507WTPZM(E)【508姐妹款】,5499,,"自营,每满1000-100",https://item.jd.com/100023689058.html,(100+),-1,-1,98%
美的（Midea）19分钟急速净味508升变频一级能效法式四门多门冰箱大容量家用除菌京东小家智能BCD-508WTPZM(E),6499,2万+,"自营,满5000-700",https://item.jd.com/100007351130.html,(2.9万+),(50+),(50+),99%
美的（Midea）19分钟急速净味528升变频法式四门多门冰箱大容量家用智能冰箱BCD-528WFPZM(E) 【508升级款】,6699,2万+,"自营,满5000-400",https://item.jd.com/100038785671.html,(2.9万+),(50+),(50+),99%
美的（Midea）19分钟急速净味529升一级变频十字对开四门冰箱大容量家用除菌超薄无霜智能家电BCD-529WSPZM(E),6699,2万+,"自营,满5000-400",https://item.jd.com/100037023421.html,(2.9万+),(50+),(50+),99%
美的（Midea）19分钟急速净味601升变频一级能效对开双开门冰箱大容量家用除菌京东小家智能BCD-601WKPZM(E),5799,20万+,"自营,满5000-500",https://item.jd.com/100018359244.html,(14万+),(400+),(400+),99%
美的（Midea）19分钟急速净味601升变频一级能效对开双开门冰箱大容量家用除菌京东小家智能BCD-601WKPZM(E),5799,,"自营,满5000-500",https://item.jd.com/100018359244.html,(100+),-1,-1,98%
美的（Midea）19分钟急速净味603升变频一级智能语音对开双开门冰箱大容量家用BCD-603WKPZMA(E) 【601升级款】,6499,20万+,"自营,满5000-500",https://item.jd.com/100037023419.html,(14万+),(400+),(400+),99%
美的(Midea)215升 三门家用电冰箱双系统风冷无霜节能省电低音净味保鲜小冰箱BCD-215WTM(E),1799,10万+,"自营,满1000-100",https://item.jd.com/100025426648.html,(5.9万+),(60+),(60+),99%
美的(Midea)215升变频一级能效三门家用电冰箱宿舍租房小型小冰箱智能家电节能低噪BCD-215WTPZM(E),1999,20万+,"自营,满1900-200",https://item.jd.com/100012144581.html,(7.7万+),(400+),(400+),98%
美的(Midea)215升大容量三门三温超薄小户型租房家用宿舍节能保鲜省电低音软冷冻三开门小 BCD-215TM榭湖银,1358,1万+,"自营,每满1348-59",https://item.jd.com/10047243029338.html,(3100+),(10+),(10+),99%
美的（Midea）230升变频一级能效三门家用冰箱风冷无霜小冰箱节能低噪BCD-230WTPZM(E)[热销],2199,5000+,"自营,满2099-300",https://item.jd.com/100028824907.html,(2000+),(10+),(10+),98%
美的(Midea)230升变频一级能效三门家用小型冰箱小冰箱节能低噪京东小家智能家电BCD-230WTPZM(E),2099,20万+,"自营,厂商配送,满2000-200",https://item.jd.com/100015205324.html,(7.7万+),(400+),(400+),98%
美的(Midea)230升变频一级能效三门家用小型冰箱小冰箱节能低噪京东小家智能家电BCD-230WTPZM(E),2099,20万+,"自营,厂商配送",https://item.jd.com/100015205324.html,(7.7万+),(400+),(400+),98%
美的(Midea)247升三门冰箱一级能效双变频风冷无霜节能冰箱智能BCD-247WTPZM(E) 银色,2299,2000+,"免邮,满2289-300",https://item.jd.com/10030144381287.html,(800+),-3,-3,98%
美的(Midea)247升三门小型冰箱家用电冰箱变频一级能效小冰箱BCD-247WTPZM(E)京东小家智能家电,2199,20万+,"自营,满2100-200",https://item.jd.com/100017784908.html,(7.7万+),(400+),(400+),98%
美的(Midea)249升 双开门冰箱小型家用风冷无霜节能低音 冷藏冷冻控温保鲜 多功能果蔬盒BCD-249WPM(E),2199,2000+,"自营,满2100-200",https://item.jd.com/100026600415.html,(1100+),-9,-9,98%
美的（Midea）320升家用电冰箱智能家电BCD-320WGPM(E)-墨兰灰-隐秀,4199,1000+,自营,https://item.jd.com/100039537915.html,(100+),-1,-1,98%
美的（Midea）325升一级能效双变频法式多门四开门小型家用电冰箱超薄风冷无霜节能低噪BCD-325WFPM(E),3099,5万+,"自营,满2900-400",https://item.jd.com/100024641402.html,(3.5万+),(100+),(100+),98%
美的（Midea）325升一级能效双变频法式多门四开门小型家用电冰箱超薄风冷无霜节能低噪BCD-325WFPM(E),3099,5万+,自营,https://item.jd.com/100024641402.html,(3.5万+),(100+),(100+),98%
美的(Midea)342升一级能效双门左右开门无霜冰箱大容量京东小家智能WIFI操控BCD-342WPZM(E)以旧换新,3099,1万+,"自营,满3000-400",https://item.jd.com/100015993778.html,(5100+),(20+),(20+),98%
美的(Midea)468升冰箱对开门风冷无霜家用囤货一级双变频超薄双开门电冰箱智能家电PT净味大容量 BCD-468WKPZM(E),2899,2万+,"京东物流,放心购,免邮,满2800-300",https://item.jd.com/10047145448266.html,(1.5万+),(40+),(40+),99%
美的（Midea）476升十字对开门一级双变频冰箱家用四门风冷无霜PT净味保鲜智能调温 分解异味 BCD-476WSPZM(E),3299,37,"自营,厂商配送",https://item.jd.com/100042840142.html,(10+),0,0,100%
美的（Midea）523电冰箱十字双开门超薄四开门一级能效变频风冷无霜BCD-523WSPZM(E）,3998,2000+,"免邮,满3970-400",https://item.jd.com/10031890887511.html,(2300+),-2,-2,99%
美的(Midea)535升变频对开双开门家用冰箱智能家电风冷无霜BCD-535WKPZM(E)京东小家智能生态,2899,,自营,https://item.jd.com/7176543.html,(100+),-1,-1,98%
美的（Midea）552升变频一级能效对开双门家用电冰箱BCD-552WKGPZM(E)摩卡棕智能家电,4999,1万+,自营,https://item.jd.com/100034739862.html,(1.1万+),0,0,99%
美的（Midea）559升变频对开双开门家用冰箱京东小家智能风冷无霜BCD-559WKPM(E),3500,1万+,自营,https://item.jd.com/100048271573.html,(9900+),0,0,100%
美的（Midea）562升变频对开双开门家用冰箱智能家电风冷无霜BCD-562WKPM(E),3499,5000+,自营,https://item.jd.com/100038418897.html,(4900+),0,0,99%
美的（Midea）605升双开门冰箱对开门京东小家一级能效净味风冷无霜家用变频大容量 BCD-605WKPZM(E) 大冷冻力旗舰款,3299,1万+,"免邮,满3289-200",https://item.jd.com/10043749807394.html,(6300+),(20+),(20+),99%
美的（Midea）606升一级能效双变频对开双开门家用电冰箱京东小家风冷无霜BCD-606WKPZM(E)超薄大容量净味,3099,20万+,"自营,厂商配送,满3000-100",https://item.jd.com/100007418435.html,(14万+),(400+),(400+),99%
美的（Midea）606升一级能效双变频对开双开门家用电冰箱京东小家风冷无霜BCD-606WKPZM(E)超薄大容量净味,3099,20万+,"自营,厂商配送",https://item.jd.com/100007418435.html,(14万+),(400+),(400+),99%
美的（Midea）607升变频一级能效对开门电冰箱双开门家用京东小家净味无霜BCD-607WKPZM(E)超薄大容量可嵌入,3599,20万+,"自营,每满1000-100",https://item.jd.com/100031043392.html,(14万+),(400+),(400+),99%
美的（Midea）60厘米薄系列424升法式五门多门超薄嵌入大容量家用智能电冰箱无霜一级变频BCD-424WFPZM(E)白色,6399,2万+,"自营,满5000-400",https://item.jd.com/100041814745.html,(2万+),(20+),(20+),99%
美的(Midea)60厘米薄系列456升对开双开门超薄嵌入大容量一级能效无霜家用冰箱BCD-456WKPZM(E)白色,5999,2万+,"自营,满5000-500",https://item.jd.com/100036262555.html,(2万+),(20+),(20+),99%
美的（Midea）60厘米薄系列482升十字四门超薄嵌入大容量家用智能冰箱一级变频BCD-482WSGPZM(E)墨兰灰-观澜,7999,1000+,自营,https://item.jd.com/100044991351.html,(900+),0,0,100%
美的（Midea）610升变频一级能效双开门家用电冰箱智能家电BCD-610WKGPZM(E)-墨兰灰-隐秀,5499,1000+,自营,https://item.jd.com/100039537913.html,(900+),0,0,100%
美的（Midea）610升变频一级能效双开门家用电冰箱智能家电BCD-610WKGPZM(E)-墨兰灰-隐秀,5499,,自营,https://item.jd.com/100039537913.html,(100+),-1,-1,98%
美的（Midea）61厘米薄407升一级变频十字对开双开门四门超薄嵌入家用电冰箱风冷无霜BCD-407WSPZM(E)厨装一体,3999,20万+,"自营,满3500-500",https://item.jd.com/100038785641.html,(12万+),(200+),(200+),99%
美的（Midea）冰箱215/217升经典三门三温三开家用小冰箱节能低音铂金净味风冷无霜京品电 【风冷无霜217升】BCD-217WTMA,1899,24,"自营,满1889-100,赠",https://item.jd.com/10067933148168.html,(10+),0,0,100%
美的（Midea）冰箱215/217升经典三门三温三开家用小冰箱节能低音铂金净味风冷无霜京品电 【风冷无霜217升】BCD-217WTMA,1899,24,"自营,满1889-100,赠",https://item.jd.com/10067933148168.html,(100+),-1,-1,98%
美的(Midea)冰箱215升三门家用冰箱冷藏冷冻宿舍租房节能低音三开门超薄迷你电BCD-215TM 银色,1298,2000+,"自营,厂商配送",https://item.jd.com/100030552517.html,(1200+),-8,-8,99%
美的(Midea)冰箱215升三门家用小冰箱宿舍租房节能低音三开门超薄迷你电冰箱BCD-215TM,1357,2万+,"京东物流,免邮,满1000-59",https://item.jd.com/12170824544.html,(100+),-1,-1,98%
美的（Midea）冰箱425升十字四开双开门嵌入式家用节能保鲜风冷无霜大容量PT净味长效保鲜精准控温 BCD-425WSPM(E),3299,,满3000-500,https://item.jd.com/10045472523038.html,(100+),-1,-1,98%
美的(Midea)冰箱三门230升一级变频风冷无霜冰箱京东小家智能家电BCD-230WTPZM(E),2199,2万+,"放心购,免邮,满2189-300",https://item.jd.com/10155316848.html,(1.4万+),(100+),(100+),97%
美的(Midea)冰箱双开门605L电冰箱对开门铂金净味一级能效节能省电风冷无霜家用智能 BCD-605WKPZM(E) 炭灰-浮光,3499,,每满3499-400,https://item.jd.com/10054470224366.html,(100+),-1,-1,98%
美的(Midea)对开双开门冰箱 一级能效双变频风冷无霜保鲜 家用冰箱中型 WiFi智能家电 铂金净味BCD-468WKPZM(E),2999,1000+,满2000-400,https://item.jd.com/10043212532305.html,(900+),-5,-5,99%
美的（Midea）果润精储513升变频一级能效十字双开门四开门家用电冰箱京东小家智能家电BCD-513WTPZM(E)大容量,4099,20万+,"自营,满4000-400",https://item.jd.com/100007002216.html,(12万+),(200+),(200+),99%
美的（Midea）果润精储596升变频一级能效对开双开门客厅家用冰箱京东小家智能家电风冷无霜BCD-596WKPZM(E),3599,20万+,"自营,每满1000-100",https://item.jd.com/100018511254.html,(10万+),(300+),(300+),99%
美的（Midea）果润维C系列540升变频一级能效双开门电冰箱超大容量对开家用风冷京东小家智能BCD-540WKPZM(E),4699,5万+,自营,https://item.jd.com/100012751422.html,(3.5万+),(10+),(10+),99%
美的（Midea）慧鲜471升一级能效双变频十字双开门对开多门家用无霜电京东小家BCD-471WSPZM(E)超薄大容量,3199,20万+,"自营,秒杀,满3000-200",https://item.jd.com/100012369805.html,(12万+),(200+),(200+),99%
美的（Midea）家用立式冰柜侧开门抽屉 单温冷冻冷藏母婴母乳保鲜柜净味阻霜节能省电一级能效电 196升 七层精细分储 BD/BC-196UM,1698,500+,秒杀,https://item.jd.com/10035600960943.html,(200+),0,0,98%
美的（Midea）家用立式冰柜侧开门抽屉 单温冷冻冷藏母婴母乳保鲜柜净味阻霜节能省电一级能效电 196升 七层精细分储 BD/BC-196UM,1698,,秒杀,https://item.jd.com/10035600960943.html,(100+),-1,-1,98%
美的(Midea)美妆养颜系列 525升双变频一级能效十字四开门双开对开门风冷大容量囤货家用智能 BCD-525WSPZM(E)石砾青,4299,74,"自营,满4289-300",https://item.jd.com/10067303327658.html,(100+),-1,-1,98%
美的(Midea)三门小型家用冰箱风冷无霜小冰箱BCD-247WTM(E)全温区变温247升家电节能低噪,1999,10万+,"自营,满1000-100",https://item.jd.com/100008739195.html,(5.9万+),(60+),(60+),99%
美的247升一级能效风冷无霜双变频三门囤货节能智能租房以旧换新家电BCD-247WTPZM(E),2299,1万+,"免邮,满2200-300",https://item.jd.com/12697101959.html,(9100+),(30+),(30+),99%
美的同款 双门小冰箱一级能效冰箱小型家用冷藏冷冻电冰箱B 【全国联保】128省电款/一级能效,428,0,,https://item.jd.com/10068100364325.html,0,0,0,100%
美菱（MeiLing）253升商用轻奢冰吧 水果饮料保鲜母婴冰柜 办公室客厅冷藏冰箱 SC-288L,1599,200+,"自营,厂商配送",https://item.jd.com/100026796051.html,(50+),0,0,94%
美菱（MeiLing）415升十字对开门四门家用冰箱 一级双变频双循环 风冷无霜电冰箱BCD-415WP9CX,2599,2000+,"自营,厂商配送",https://item.jd.com/100029093217.html,(1800+),-5,-5,99%
美菱（MeiLing）550升对开门双开门冰箱 一级双变频风冷无霜家用客厅大容量冰箱BCD- 550WPB 星月灰,6499,,赠,https://item.jd.com/10065814825817.html,(100+),-1,-1,98%
美菱（MeiLing）法式多门冰箱 一级双变频 风冷无霜智能超薄可嵌入家用客厅节能净味 BCD-406WUP9B【零度保鲜】星河银,5999,100+,满200-30,https://item.jd.com/10033430004184.html,(40+),0,0,97%
美菱(MELING) 253升三门冰箱 一级能效变频风冷无霜净味低噪 嵌入式小型家用电 BCD-253WP3CX,1899,2000+,"自营,厂商配送,券1800-100",https://item.jd.com/100035467461.html,(900+),-4,-4,98%
